date,portfolio_value,portfolio_return,btc_value,btc_return,equal_weight_value,equal_weight_return
2024-08-05,0.9168267735901131,-0.08317322640988692,0.9294055702940128,-0.07059442970598717,0.9170101235574485,-0.0829898764425515
2024-08-06,0.9696419803697066,0.05760652753712614,0.9642523749098878,0.037493647261928276,0.9694850029633596,0.05722388233004453
2024-08-07,0.941837753657889,-0.02867473487607906,0.9483031910236516,-0.016540466273393117,0.9404497502762534,-0.02994915093926785
2024-08-08,1.0542611897548673,0.11936603269549391,1.061453260627815,0.11931845286951215,1.0530659698332345,0.11974719491807051
2024-08-09,1.0365379074958618,-0.01681109238511037,1.0470103751744402,-0.013606708829395298,1.0355839612369568,-0.01660105738584081
2024-08-10,1.0529253642948984,0.015809799796542182,1.0482478207523784,0.001181884733216787,1.0512499623502214,0.015127697704541853
2024-08-11,0.9919728897054872,-0.05788869435226157,1.0101333272785535,-0.036360193381053896,0.9906422284481073,-0.05765301885634958
2024-08-12,1.0442603184757124,0.052710542105388586,1.021071321003256,0.010828267347807508,1.0431838453826996,0.053037933802702275
2024-08-13,1.0556798993886425,0.010935569140076918,1.0425527157148533,0.021038094273856167,1.056039945176942,0.01232390613710669
2024-08-14,1.038147737466478,-0.016607460208646244,1.0096697582164817,-0.031540810361636695,1.0378277218759746,-0.017245771226879102
2024-08-15,1.0077334319270652,-0.029296702619259797,0.9899722873426376,-0.019508825250583395,1.0079106114128253,-0.028826663455348
2024-08-16,1.0076337204978256,-9.894623526465895e-05,1.0130346331672222,0.02329595092655601,1.0082574802092807,0.00034414638810990883
2024-08-17,1.02491808112592,0.01715341624291307,1.0234287287938653,0.010260355654521103,1.0252297904207819,0.016833309491518192
2024-08-18,1.0208145042254133,-0.004003809646912311,1.0052176031019735,-0.017794229514500826,1.0217498066522976,-0.0033943451516913413
2024-08-19,1.0452500708207322,0.023937323082865513,1.022851976636119,0.017542841947582488,1.045807553330362,0.02354563369763486
2024-08-20,1.051793460003957,0.006260118383045818,1.0153375135393985,-0.007346579239582152,1.051864531407577,0.005791675588808595
2024-08-21,1.0927752750575888,0.038963747743285856,1.052203724755912,0.03630931658183334,1.0943103312259854,0.040352914801308586
2024-08-22,1.1122321600213207,0.01780501939221359,1.0387265078422292,-0.012808562255193667,1.1135631163850737,0.017593533214219893
2024-08-23,1.1956342060335907,0.07498618454862084,1.1023792703612172,0.06127961695250783,1.1979150496525144,0.07574957541811374
2024-08-24,1.213115419092584,0.014620870639847,1.1039784546172764,0.001450666117420063,1.2152457309201767,0.014467370847949268
2024-08-25,1.1964060169510675,-0.013773959079685233,1.1054207650386014,0.0013064660956858543,1.1983468596030673,-0.013905723663241087
2024-08-26,1.1373749668921624,-0.04934031526299101,1.0810924198459844,-0.022008221631124703,1.1396230709312718,-0.04900399930221102
2024-08-27,1.0767260158530734,-0.053323620445779735,1.0224618561786871,-0.05423270258027524,1.0788815293153304,-0.05329967702944524
2024-08-28,1.0611225529284178,-0.014491581604716051,1.0156118707394,-0.006699502184744688,1.0626117471315006,-0.015080230536669606
2024-08-29,1.0609639379802884,-0.00014947844402285753,1.0212254426654512,0.005527280733696349,1.061863900318442,-0.0007037818046688715
2024-08-30,1.0615189648393013,0.0005231345186618832,1.017083422993954,-0.004055930745993086,1.0623759560535404,0.0004822235080643109
2024-08-31,1.0444007998426172,-0.01612610378494333,1.0146773361515578,-0.0023656730490343447,1.0449917570047396,-0.01636350949938548
2024-09-01,0.9974103892220986,-0.04499269880643495,0.9858529730945891,-0.028407417836189164,0.9982078820290345,-0.04476961149416304
2024-09-02,1.0439903698871453,0.04670091786528869,1.0174059432133917,0.03200575641594705,1.0452970873885148,0.047173746277942734
2024-09-03,0.9980117235765958,-0.04404125520383856,0.9887496346920979,-0.028166051822722138,0.9985790720326331,-0.044693528681494954
2024-09-04,1.0199773528308698,0.02200939000551541,0.9972414630618022,0.008588451587492774,1.0206545432614922,0.022106883517920905
2024-09-05,0.9916542257242121,-0.027768388217688345,0.9661398492394285,-0.031187646096145327,0.9918190961726998,-0.02825191665404139
2024-09-06,0.9626654036461981,-0.02923279236453943,0.9280726587311212,-0.03940132532394236,0.9627133225150203,-0.029345849227943782
2024-09-07,0.9789466271845874,0.016912650518780985,0.9317449169523335,0.00395686500045489,0.9787052833039126,0.016611342561578424
2024-09-08,1.0062284425480785,0.02786854217165311,0.943983656223376,0.013135289550142648,1.0054908381811356,0.02736835627043971
2024-09-09,1.0488856622229141,0.042393176212366435,0.9814300598133098,0.03966848720638527,1.0492215334730508,0.04349188837067989
2024-09-10,1.065886015499709,0.01620801378938272,0.9915119558675374,0.01027265871206895,1.067493109679539,0.017414412136593248
2024-09-11,1.0501135266868529,-0.01479753799515017,0.9865552931244367,-0.004999095284497934,1.0515875805007042,-0.01489988931507929
2024-09-12,1.0801227697076619,0.02857714166913881,1.0000811890899066,0.013710225934355114,1.0818663456800504,0.02879338415629558
2024-09-13,1.1128397974696769,0.030290100977011996,1.0414929572764777,0.04140840627575115,1.1145593946630794,0.030219120054500268
2024-09-14,1.103932489636558,-0.00800412409169041,1.0322927884994968,-0.008833635131858752,1.105574120052347,-0.008061727938194539
2024-09-15,1.0727503236673506,-0.028246442841331317,1.0172581859501937,-0.014564281293834136,1.0741908856390225,-0.028386368533878662
2024-09-16,1.0492223821883526,-0.021932355516392922,1.001274943928785,-0.015712080022712516,1.050174436871797,-0.02235771042959339
2024-09-17,1.0798016887901072,0.02914473339577035,1.0375963969933204,0.03627520421315844,1.0815448470611688,0.029871618550168094
2024-09-18,1.1146481882549089,0.03227120296861764,1.0626083130403612,0.02410563116787867,1.1167027218200856,0.03250708914609456
2024-09-19,1.1495658203106185,0.03132614615413011,1.0830385498527675,0.019226498194758967,1.1521455691266673,0.031738838469753526
2024-09-20,1.1758093902471198,0.022829114673407914,1.087305449353231,0.003939748498373863,1.179039073958759,0.02334210672048785
2024-09-21,1.2095199123340339,0.02867005687021175,1.0899148529419609,0.002399880907689722,1.2124492304755317,0.02833676784315049
2024-09-22,1.1840845921897274,-0.021029269452227155,1.0937727107987858,0.003539595635761339,1.1872558465564933,-0.020778918643180936
2024-09-23,1.2132138803531602,0.024600681704306317,1.0895501900805171,-0.003860510210741186,1.2176373742671733,0.025589705705639176
2024-09-24,1.2455402222900454,0.026645212736500352,1.1056276940113936,0.014756092998054804,1.2490225634947445,0.025775481182531826
2024-09-25,1.2292183531878638,-0.013104248911506343,1.0861591694906545,-0.017608571697498188,1.2322525453292075,-0.013426513383885378
2024-09-26,1.2858084710149915,0.046037482014783325,1.1212295881253396,0.03228847080592345,1.2857333307025696,0.04340083173378565
2024-09-27,1.3221306073986294,0.028248481171512158,1.1316637622645846,0.009306010338784088,1.3202203510926722,0.026822840760655903
2024-09-28,1.3038985174424602,-0.013789931081046562,1.1330121547980094,0.001191513396811894,1.3001106368147646,-0.015232089295748166
2024-09-29,1.307086840422586,0.00244522325738923,1.1285968099912127,-0.0038969968575348624,1.3027917640744278,0.0020622300777662582
2024-09-30,1.2379772577404087,-0.052872984827721084,1.0890830087919878,-0.035011441508090435,1.2359539796840993,-0.05130350546682615
2024-10-01,1.1585463527021531,-0.06416184509175489,1.0456545861773172,-0.03987613640473686,1.155657139464678,-0.06496750003583844
2024-10-02,1.13684443575419,-0.01873202301949012,1.0431043542981804,-0.002438885567804916,1.1334086215282055,-0.01925183272504027
2024-10-03,1.1257179337555074,-0.009787180768757592,1.0449027270417643,0.001724058322806865,1.122763136789907,-0.009392450821439002
2024-10-04,1.1691457898592756,0.038577919744858816,1.068084792371804,0.022185859726551405,1.1665177946599727,0.038970515183785547
2024-10-05,1.163948688819551,-0.004445212123930464,1.067484990769042,-0.0005615674027434903,1.1602652425586097,-0.005360014334959613
2024-10-06,1.1889821986989397,0.021507399870674182,1.0806020171016568,0.012287785257912631,1.1852427693882264,0.021527428309871866
2024-10-07,1.1797869713475948,-0.0077336964013480745,1.0700763332254832,-0.009740573966727561,1.1755634150161136,-0.008166558465578264
2024-10-08,1.1651110245482583,-0.01243948878548234,1.068688722233375,-0.00129674019415571,1.161807465657029,-0.011701580011228854
2024-10-09,1.1316579730155352,-0.028712329407142703,1.0421311172840055,-0.024850645839949226,1.1279040502220274,-0.029181612648554022
2024-10-10,1.1333489860683728,0.0014942792726777808,1.036887540553693,-0.00503159021292654,1.12988987793986,0.0017606353283700544
2024-10-11,1.1759454207411983,0.037584570327798245,1.0753670409105294,0.03711058224914976,1.1724829408007982,0.03769664964040436
2024-10-12,1.202882877154554,0.022907063489712894,1.0870570657815686,0.010870730110103644,1.1987594210336707,0.02241097018855208
2024-10-13,1.1889201737484816,-0.011607699861105143,1.0811648363859234,-0.005420349658836754,1.1852988194171812,-0.011228776500361205
2024-10-14,1.2507838237469586,0.052033476565066995,1.136445146019095,0.051130325157411116,1.2469076600063784,0.0519774757048107
2024-10-15,1.234239717184627,-0.013226991146056303,1.1535849885501028,0.015081979619560038,1.2308019802624608,-0.012916497556711789
2024-10-16,1.218113803742086,-0.013065463068491566,1.163045925675173,0.008201335158635636,1.2132623567518703,-0.014250564909596766
2024-10-17,1.1937038070009922,-0.02003917586854814,1.159505255703491,-0.00304430796198063,1.189180457664199,-0.019848880131864376
2024-10-18,1.2240370428170528,0.025411023771691247,1.1769946241469775,0.01508347491954698,1.2195180440462738,0.025511339499863877
2024-10-19,1.2245576982775794,0.0004253592353122906,1.1760384162003887,-0.0008124148802138853,1.2199050508839173,0.00031734408484798807
2024-10-20,1.2791334937243843,0.044567761505700645,1.1872345981114252,0.009520251853004646,1.2755443556794523,0.04560953719735814
2024-10-21,1.2363310258926887,-0.03346208041747855,1.1586326449977804,-0.024091239557154753,1.2322487364229504,-0.03394285668210999
2024-10-22,1.2243114948574794,-0.009721935940684386,1.1591861756997273,0.0004777447833328452,1.2206431125011108,-0.009418247776442575
